rank,iso3_code,country_name,year,gii,sdg3_matmort,sdg3_fertility,sdg5_parl,sdg4_second,sdg5_lfpr,gdi,hdi_f,hdi_m,le_f,eys_f,mys_f,gni_pc_f,le_m,eys_m,mys_m,gni_pc_m,gggi,ggg_pe,ggg_epo,ggg_ea,ggg_hs,sdg5_fplmodel,sdg5_edat,sdg5_paygap
5,QAT,Qatar,2008,,11,13.8,0,106.162,51.673,0.9688,0.808,0.8338,80.3712,13.44622,9.12282,32656.60175,77.6468,12.56808,8.31716,108968.3624,0.5948,0.0206,0.4146,0.9966,0.9474,59.7,110.3602,
5,QAT,Qatar,2009,,10,14.8,0,118.65,51.485,0.9704,0.808,0.8324,80.5506,13.42156,9.00516,33217.09289,77.7894,12.43384,8.28058,109220.9371,0.5907,0.0206,0.4005,0.9946,0.947,60,109.4486,
5,QAT,Qatar,2010,0.557,10,15.2,0,116.141,53.181,0.972,0.808,0.831,80.73,13.3969,8.8875,33777.58403,77.932,12.2996,8.244,109473.5117,0.6059,0,0.4829,0.9887,0.9522,60.4,108.537,
5,QAT,Qatar,2011,0.535,10,13.95,0,113.632,54.625,0.986,0.832,0.844,80.893,13.595,9.9986,39038.75562,78.063,13.1257,8.4176,112935.2609,0.623,0,0.5473,0.9924,0.9522,60.7,119.048,
5,QAT,Qatar,2012,0.536,10,12.7,0,98.6055,56.116,1.025,0.843,0.822,81.049,13.50647,10.6006,41713.45877,78.188,10.72786,8.8797,110314.6168,0.6264,0,0.5557,0.9978,0.9522,61.3,119.101,
5,QAT,Qatar,2013,0.538,10,10.1,0,83.579,57.664,1.024,0.846,0.826,81.198,13.27838,10.8252,43819.67299,78.311,10.11273,9.6544,109313.4766,0.6299,0,0.5735,0.9941,0.9522,61.4,111.34,
5,QAT,Qatar,2014,0.53,10,9.7,0,85.016,59.223,1.03,0.855,0.83,81.34,13.66798,11.0665,45044.31595,78.433,10.53289,9.514,108827.4578,0.6403,0.013,0.6197,0.9764,0.9522,61.8,116.842,
5,QAT,Qatar,2015,0.524,9,10,0,89.196,60.737,1.032,0.863,0.837,81.477,14.15635,11.0792,46846.81987,78.558,11.11992,9.4281,111031.7066,0.645,0.013,0.632,0.977,0.957,62,118.085,
5,QAT,Qatar,2016,0.521,9,10.3,0,90.883,60.805,1.029,0.864,0.84,81.61,14.11678,11.0919,47873.4922,78.69,11.43387,9.3422,110699.3394,0.643,0.013,0.619,0.982,0.957,62.5,119.355,
5,QAT,Qatar,2017,0.188,9,8.5,9.756,84.588,60.841,1.032,0.863,0.836,81.743,14.05556,11.0919,46282.20278,78.83,11.1052,9.3422,110427.8639,0.626,0.016,0.523,1,0.965,62.9,119.355,
5,QAT,Qatar,2018,0.187,9,7.2,9.756,89.227,60.766,1.031,0.863,0.837,81.876,14.05556,11.0919,46082.54689,78.981,11.1052,9.3422,109896.6441,0.629,0.05,0.511,0.995,0.961,63.2,119.355,
5,QAT,Qatar,2019,0.185,9,7.2,9.756,94.837,60.695,1.03,0.866,0.841,82.01,14.09975,11.28132,45338.14107,79.142,11.34201,9.36681,107833.0289,0.629,0.052,0.512,0.99,0.961,63.4,120.213,
6,SGP,Singapore,2000,0.253,13,8.8,4.301,,65.879,0.935,0.79,0.845,80.536,12.5,8.28,35618.26087,75.514,12.9,9.54,74988.27907,,,,,,71.9,87.368,
6,SGP,Singapore,2001,0.2334,13,8.4,11.765,,66.561,0.9384,0.801,0.8536,80.9906,12.76,8.60658,36883.25577,75.9628,13.1,9.84194,76766.42581,,,,,,72.1,87.7322,
6,SGP,Singapore,2002,0.2138,14,8,11.765,,65.75,0.9418,0.812,0.8622,81.4452,13.02,8.93316,38148.25068,76.4116,13.3,10.14388,78544.57255,,,,,,72.4,88.0964,
6,SGP,Singapore,2003,0.1942,13,6.7,15.957,,67.153,0.9452,0.823,0.8708,81.8998,13.28,9.25974,39413.24558,76.8604,13.5,10.44582,80322.7193,,,,,,72.7,88.4606,
6,SGP,Singapore,2004,0.1746,14,6.6,15.957,,68.193,0.9486,0.834,0.8794,82.3544,13.54,9.58632,40678.24049,77.3092,13.7,10.74776,82100.86604,,,,,,73,88.8248,
6,SGP,Singapore,2005,0.155,13,7.2,15.957,,68.589,0.952,0.845,0.888,82.809,13.8,9.9129,41943.23539,77.758,13.9,11.0497,83879.01278,,,,,,73.3,89.189,
6,SGP,Singapore,2006,0.1428,13,6.6,21.176,,68.983,0.956,0.854,0.8936,83.0794,14.1,10.08362,44267.83129,78.0976,14.14,11.16492,86999.78595,0.655,0.0833,0.6459,0.9308,0.9598,73.6,89.9718,
6,SGP,Singapore,2007,0.1306,12,6.1,24.468,,69.38,0.96,0.863,0.8992,83.3498,14.4,10.25434,46592.42719,78.4372,14.38,11.28014,90120.55912,0.6609,0.1005,0.6546,0.9308,0.9575,73.8,90.7546,
6,SGP,Singapore,2008,0.1184,11,6.1,24.468,,72.887,0.964,0.872,0.9048,83.6202,14.7,10.42506,48917.0231,78.7768,14.62,11.39536,93241.33228,0.6625,0.1005,0.6544,0.9376,0.9575,74,91.5374,
6,SGP,Singapore,2009,0.1062,10,5,23.404,,72.205,0.968,0.881,0.9104,83.8906,15,10.59578,51241.619,79.1164,14.86,11.51058,96362.10545,0.6664,0.1005,0.6707,0.937,0.9575,74.3,92.3202,
6,SGP,Singapore,2010,0.094,10,4.8,23.404,,73.846,0.972,0.89,0.916,84.161,15.3,10.7665,53566.2149,79.456,15.1,11.6258,99482.87862,0.6914,0.1076,0.7527,0.9375,0.9677,74.5,93.103,
6,SGP,Singapore,2011,0.092,10,4.7,22.222,,74.97,0.973,0.895,0.921,84.335,15.5,10.8305,55098.64969,79.721,15.3,11.6986,100403.0055,0.6914,0.1014,0.7585,0.9381,0.9677,74.7,92.308,
6,SGP,Singapore,2012,0.082,10,4.3,24.242,,75.801,0.973,0.903,0.928,84.502,16,10.8805,56009.11397,79.974,15.8,11.789,100914.5904,0.6989,0.0951,0.7876,0.9409,0.9719,75,92.373,
6,SGP,Singapore,2013,0.078,9,3.8,24.242,,76.443,0.974,0.906,0.93,84.674,15.9843,10.9304,57765.31936,80.221,15.7239,11.8795,102718.8917,0.7,0.0989,0.7883,0.9409,0.9719,75.3,91.597,
6,SGP,Singapore,2014,0.07,8,3.3,25.253,,77.656,0.981,0.917,0.935,84.854,16.209,10.9804,68273.37237,80.462,15.9802,11.97,100391.3135,0.7046,0.1201,0.7899,0.9413,0.9671,75.5,91.667,
6,SGP,Singapore,2015,0.067,9,2.7,23.913,,78.844,0.982,0.92,0.937,85.041,16.3,11.0303,68930.67598,80.698,16,12.0604,96768.84231,0.711,0.119,0.814,0.945,0.967,75.9,90.909,
6,SGP,Singapore,2016,0.066,8,2.7,23.762,107.366,79.277,0.984,0.923,0.938,85.23,16.4,11.0303,70189.92807,80.926,16,12.0604,99391.59955,0.712,0.111,0.793,0.975,0.967,76.1,90.909,
6,SGP,Singapore,2017,0.067,8,2.6,23,104.632,78.678,0.987,0.926,0.938,85.411,16.4,11.0596,72244.46205,81.141,16,11.9718,101842.9527,0.702,0.11,0.752,0.977,0.971,76.3,92.5,
6,SGP,Singapore,2018,0.066,8,2.5,23,99.647,79.191,0.986,0.927,0.941,85.578,16.5298,11.0596,71255.14424,81.341,16.1266,11.9718,103435.8954,0.707,0.113,0.761,0.988,0.965,76.6,92.5,
6,SGP,Singapore,2019,0.065,8,2.1,23,100.16,79.329,0.985,0.931,0.945,85.728,16.65767,11.17682,71387.27614,81.526,16.28347,12.1125,103421.3857,0.724,0.159,0.782,0.99,0.965,76.9,92.562,
8,JPN,Japan,2000,0.135,9,5.4,7.292,,64.444,0.95,0.831,0.875,84.484,14.1252,10.48,21373.40615,77.681,14.3917,11.01,51249.63885,,,,,,61.9,95.455,33.859
8,JPN,Japan,2001,0.1372,8,5.8,7.292,,64.919,0.951,0.8348,0.8782,84.7152,14.20314,10.582,21707.05409,77.8916,14.46362,11.082,51803.02528,,,,,,62.1,95.6622,33.865
8,JPN,Japan,2002,0.1394,8,6,7.292,,64.92,0.952,0.8386,0.8814,84.9464,14.28108,10.684,22040.70202,78.1022,14.53554,11.154,52356.41171,,,,,,62.5,95.8694,32.53
8,JPN,Japan,2003,0.1416,7,5.7,7.083,,65.071,0.953,0.8424,0.8846,85.1776,14.35902,10.786,22374.34996,78.3128,14.60746,11.226,52909.79814,,,,,,62.9,96.0766,31.997
8,JPN,Japan,2004,0.1438,7,5.5,7.083,,65.692,0.954,0.8462,0.8878,85.4088,14.43696,10.888,22707.99789,78.5234,14.67938,11.298,53463.18457,,,,,,63.4,96.2838,31.087
8,JPN,Japan,2005,0.146,7,5.2,8.958,,65.963,0.955,0.85,0.891,85.64,14.5149,10.99,23041.64583,78.734,14.7513,11.37,54016.571,,,,,,64,96.491,32.825
8,JPN,Japan,2006,0.141,7,4.9,9.375,,66.202,0.956,0.853,0.893,85.7548,14.5924,11.06,23449.8649,78.9048,14.83222,11.434,53697.58805,0.6447,0.0675,0.5453,0.9864,0.9796,64.2,96.509,32.981
8,JPN,Japan,2007,0.136,6,4.8,9.375,,66.215,0.957,0.856,0.895,85.8696,14.6699,11.13,23858.08397,79.0756,14.91314,11.498,53378.60509,0.6455,0.0675,0.5489,0.9864,0.9791,64.4,96.527,31.742
8,JPN,Japan,2008,0.131,6,5,9.375,,66.584,0.958,0.859,0.897,85.9844,14.7474,11.2,24266.30303,79.2464,14.99406,11.562,53059.62214,0.6434,0.0651,0.544,0.9854,0.9791,64.5,96.545,30.694
8,JPN,Japan,2009,0.126,6,4.8,11.25,,67.315,0.959,0.862,0.899,86.0992,14.8249,11.27,24674.5221,79.4172,15.07498,11.626,52740.63918,0.6445,0.0651,0.5488,0.9851,0.9791,64.5,96.563,28.285
8,JPN,Japan,2010,0.121,6,4.5,11.25,,67.617,0.96,0.865,0.901,86.214,14.9024,11.34,25082.74117,79.588,15.1559,11.69,52421.65623,0.6524,0.0722,0.5718,0.986,0.9796,64.6,96.581,28.684
8,JPN,Japan,2011,0.12,6,4.5,10.833,,67.656,0.962,0.872,0.906,86.325,15.0486,11.646,25367.46444,79.778,15.2959,11.858,52352.72678,0.6514,0.0724,0.5673,0.9862,0.9796,64.6,97.479,27.395
8,JPN,Japan,2012,0.129,5,4.4,7.917,,67.971,0.964,0.878,0.91,86.454,15.1094,11.952,25911.0883,79.985,15.3383,12.026,52975.42717,0.653,0.0705,0.5756,0.9869,0.9791,64.7,100,26.524
8,JPN,Japan,2013,0.13,5,4.4,8.125,100,69.361,0.968,0.884,0.914,86.604,15.1244,12.258,27056.03135,80.208,15.3154,12.194,54027.59179,0.6498,0.0603,0.5841,0.9757,0.9791,64.6,100.82,26.588
8,JPN,Japan,2014,0.127,5,4.5,8.125,100,69.886,0.971,0.89,0.917,86.775,15.1373,12.564,27653.15364,80.444,15.2872,12.362,54013.27888,0.6584,0.0583,0.6182,0.9781,0.9791,64.5,101.613,25.871
8,JPN,Japan,2015,0.121,5,4.1,9.474,100,70.556,0.971,0.892,0.918,86.961,15.1677,12.564,28258.92573,80.684,15.2946,12.362,54731.66995,0.67,0.103,0.611,0.988,0.979,63.9,101.613,25.732
8,JPN,Japan,2016,0.109,5,3.7,9.474,100,71.45,0.974,0.898,0.921,87.154,15.1677,12.87,28746.06176,80.918,15.2946,12.53,54399.39717,0.66,0.103,0.569,0.99,0.979,64.1,103.2,24.601
8,JPN,Japan,2017,0.103,5,3.4,10.108,,72.481,0.976,0.901,0.923,87.341,15.1867,12.87,29767.14964,81.135,15.2722,12.53,55455.50805,0.657,0.078,0.58,0.991,0.98,64.6,103.2,24.518
8,JPN,Japan,2018,0.1,5,3.1,10.108,100,73.736,0.977,0.904,0.925,87.514,15.1867,13.011,30276.37146,81.329,15.2722,12.589,55434.18041,0.662,0.081,0.595,0.994,0.979,65.2,103.175,23.537
8,JPN,Japan,2019,0.094,5,3.1,10.108,100,74.651,0.978,0.906,0.927,87.669,15.18894,13.062,30583.92966,81.497,15.2722,12.638,55869.37695,0.652,0.049,0.598,0.983,0.979,65.8,103.968,23.48
9,AUS,Australia,2000,0.16,7,17.8,22.973,,75.615,0.961,0.88,0.915,82.255,20.9624,11.16,27584.22575,76.917,20.1014,11.9708,47739.22117,,,,,,,93.333,17.2
9,AUS,Australia,2001,0.1558,6,17.9,,,76.607,0.9628,0.8822,0.9156,82.4724,20.88382,11.1568,28249.72837,77.244,20.07622,11.82816,48440.10881,,,,,,,94.3124,14.342
9,AUS,Australia,2002,0.1516,6,17.4,25.333,,76.946,0.9646,0.8844,0.9162,82.6898,20.80524,11.1536,28915.23099,77.571,20.05104,11.68552,49140.99644,,,,,,,95.2918,15
9,AUS,Australia,2003,0.1474,6,16.2,25.333,,78.152,0.9664,0.8866,0.9168,82.9072,20.72666,11.1504,29580.73361,77.898,20.02586,11.54288,49841.88408,,,,,,,96.2712,13.043
9,AUS,Australia,2004,0.1432,5,16.2,24.667,,77.876,0.9682,0.8888,0.9174,83.1246,20.64808,11.1472,30246.23623,78.225,20.00068,11.40024,50542.77171,,,,,,,97.2506,14.353
9,AUS,Australia,2005,0.139,5,16.6,24.667,100,79.027,0.97,0.891,0.918,83.342,20.5695,11.144,30911.73885,78.552,19.9755,11.2576,51243.65935,,,,,,,98.23,15.778
9,AUS,Australia,2006,0.1388,5,16.3,24.667,100,79.624,0.9712,0.8962,0.9224,83.4984,20.51986,11.44756,31641.62396,78.7958,19.829,11.505,51514.05533,0.7163,0.1634,0.7259,1,0.9761,,98.904,16.667
9,AUS,Australia,2007,0.1386,5,17.1,26.667,100,80.085,0.9724,0.9014,0.9268,83.6548,20.47022,11.75112,32371.50907,79.0396,19.6825,11.7524,51784.4513,0.7204,0.1634,0.744,1,0.9741,,99.578,15.4
9,AUS,Australia,2008,0.1384,5,18.4,26.667,100,80.625,0.9736,0.9066,0.9312,83.8112,20.42058,12.05468,33101.39419,79.2834,19.536,11.9998,52054.84728,0.7241,0.1915,0.7307,1,0.9741,,100.252,11.937
9,AUS,Australia,2009,0.1382,5,17.9,27.333,100,81.259,0.9748,0.9118,0.9356,83.9676,20.37094,12.35824,33831.2793,79.5272,19.3895,12.2472,52325.24325,0.7282,0.1915,0.7477,1,0.9737,,100.926,16.364
9,AUS,Australia,2010,0.138,5,16.7,24.667,100,80.997,0.976,0.917,0.94,84.124,20.3213,12.6618,34561.16441,79.771,19.243,12.4946,52595.63923,0.7271,0.1917,0.7428,1,0.9739,,101.6,14.043
9,AUS,Australia,2011,0.132,6,16.1,24.667,100,81.557,0.976,0.92,0.942,84.262,20.6535,12.7723,34973.06706,79.983,19.5199,12.5448,52844.85365,0.7291,0.1861,0.7565,1,0.9739,,102.4,15.966
9,AUS,Australia,2012,0.127,6,16.1,24.667,100,81.932,0.976,0.924,0.947,84.402,20.9397,12.9402,36197.71384,80.188,19.7756,12.7584,54445.79639,0.7294,0.1847,0.7593,1,0.9735,,100.781,13.75
9,AUS,Australia,2013,0.119,6,14.6,26,100,82.195,0.975,0.918,0.942,84.546,20.9123,12.2193,36816.8694,80.385,19.9663,12.14,55196.50719,0.739,0.1945,0.7879,1,0.9735,,100.826,18
9,AUS,Australia,2014,0.116,6,12.9,26,100,82.664,0.975,0.92,0.944,84.693,20.9123,12.2939,37272.99072,80.576,19.9663,12.2142,55580.08339,0.7409,0.1887,0.801,1,0.9737,,100.82,17.051
9,AUS,Australia,2015,0.11,6,11.9,26.667,100,83.148,0.975,0.925,0.948,84.843,20.9123,12.5724,37915.58713,80.764,19.9663,12.4909,56232.77764,0.733,0.193,0.766,1,0.974,,100.8,15.385
9,AUS,Australia,2016,0.108,6,10.3,28.667,100,84.051,0.975,0.927,0.95,84.993,20.9123,12.6208,38479.67151,80.949,20.0032,12.539,56523.74971,0.721,0.193,0.719,1,0.974,,100.8,13.728
9,AUS,Australia,2017,0.104,6,10.1,28.667,100,84.666,0.976,0.929,0.952,85.137,23.3266,12.724,38720.62547,81.132,22.5204,12.6414,56501.40799,0.731,0.232,0.724,1,0.97,,100.794,14.508
9,AUS,Australia,2018,0.103,6,9.4,28.667,99.936,85.244,0.976,0.93,0.953,85.274,22.58487,12.724,39236.94964,81.313,21.6278,12.6414,56881.03949,0.73,0.232,0.718,1,0.971,,100.794,16.143
9,AUS,Australia,2019,0.097,6,9.4,30.464,99.917,85.714,0.976,0.932,0.955,85.403,22.43083,12.79604116,39286.57417,81.492,21.48273,12.65123522,56953.61353,0.731,0.231,0.722,1,0.971,,100.787,14.966
10,MYS,Malaysia,2000,0.304,38,12,10.363,88.409,57.204,0.926,0.691,0.746,74.786,12.181,8.0135,8797.844598,70.603,11.7182,9.2074,20382.12584,,,,,,48,86.957,10.363
10,MYS,Malaysia,2001,0.3002,36,15.4,10.363,85.488,57.158,0.9276,0.6924,0.7462,74.9936,12.37018,7.77912,9091.691146,70.7834,11.8432,8.94826,21113.06627,,,,,,48.1,86.7808,10.363
10,MYS,Malaysia,2002,0.2964,34,13.3,10.363,84.057,57.112,0.9292,0.6938,0.7464,75.2012,12.55936,7.54474,9385.537695,70.9638,11.9682,8.68912,21844.0067,,,,,,48.2,86.6046,10.363
10,MYS,Malaysia,2003,0.2926,33,12.8,10.471,94.098,57.067,0.9308,0.6952,0.7466,75.4088,12.74854,7.31036,9679.384243,71.1442,12.0932,8.42998,22574.94712,,,,,,48.2,86.4284,10.471
10,MYS,Malaysia,2004,0.2888,32,12.8,9.132,90.218,57.021,0.9324,0.6966,0.7468,75.6164,12.93772,7.07598,9973.230792,71.3246,12.2182,8.17084,23305.88755,,,,,,48.2,86.2522,9.132
10,MYS,Malaysia,2005,0.285,31,12.4,9.132,86.413,56.976,0.934,0.698,0.747,75.824,13.1269,6.8416,10267.07734,71.505,12.3432,7.9117,24036.82798,,,,,,48.4,86.076,9.132
10,MYS,Malaysia,2006,0.2826,30,11.6,9.132,86.853,56.931,0.9384,0.7088,0.755,76.0056,13.16694,7.35662,10983.1776,71.7034,12.39226,8.3518,24338.40224,0.6509,0.0558,0.5924,0.9853,0.9703,48.7,87.4746,9.132
10,MYS,Malaysia,2007,0.2802,30,11.1,10.046,86.979,56.886,0.9428,0.7196,0.763,76.1872,13.20698,7.87164,11699.27786,71.9018,12.44132,8.7919,24639.9765,0.6444,0.0558,0.5671,0.9853,0.9695,49.1,88.8732,10.046
10,MYS,Malaysia,2008,0.2778,29,13.1,10.811,86.505,56.445,0.9472,0.7304,0.771,76.3688,13.24702,8.38666,12415.37811,72.1002,12.49038,9.232,24941.55077,0.6442,0.0631,0.5548,0.9895,0.9695,49.3,90.2718,10.811
10,MYS,Malaysia,2009,0.2754,29,13.9,9.91,85.113,57.274,0.9516,0.7412,0.779,76.5504,13.28706,8.90168,13131.47837,72.2986,12.53944,9.6721,25243.12503,0.6467,0.0631,0.5653,0.9891,0.9695,49.8,91.6704,9.91
10,MYS,Malaysia,2010,0.273,30,13.95,9.91,84.661,57.095,0.956,0.752,0.787,76.732,13.3271,9.4167,13847.57863,72.497,12.5885,10.1122,25544.69929,0.6479,0.0517,0.5765,0.9899,0.9736,50,93.069,9.91
10,MYS,Malaysia,2011,0.277,30,14,10.407,85.042,58.494,0.961,0.756,0.786,76.918,13.1753,9.5167,14737.7414,72.698,12.2801,10.1427,26444.46076,0.6525,0.0517,0.5941,0.9906,0.9736,50.3,94.059,10.407
10,MYS,Malaysia,2012,0.274,30,13.3,10.407,85.605,59.892,0.964,0.762,0.791,77.105,13.3616,9.6167,15419.40795,72.902,12.4915,10.1732,26834.62541,0.6539,0.053,0.5988,0.9907,0.973,50.6,94.118,10.407
10,MYS,Malaysia,2013,0.268,30,13.2,10.36,82.988,63.068,0.97,0.77,0.794,77.293,13.5915,9.7168,16536.94107,73.109,12.5985,10.2037,27315.68204,0.6518,0.053,0.5904,0.9907,0.973,50.9,95.098,10.36
10,MYS,Malaysia,2014,0.265,30,13.1,10.36,83.959,64.584,0.972,0.777,0.799,77.48,13.855,9.8168,17477.48668,73.317,12.8121,10.2342,28417.1449,0.652,0.0523,0.6174,0.9693,0.9692,51.2,96.078,10.36
10,MYS,Malaysia,2015,0.27,30,11.8,10.36,86.243,64.996,0.975,0.784,0.804,77.663,14.0313,9.9168,18425.88979,73.521,12.9819,10.2647,29482.14731,0.655,0.051,0.634,0.967,0.969,51.9,96.117,10.36
10,MYS,Malaysia,2016,0.264,29,10.2,10.36,83.337,65.536,0.973,0.788,0.81,77.84,14.0857,10.0169,19062.55923,73.718,13.2902,10.2952,30300.97652,0.666,0.051,0.658,0.985,0.969,52.8,97.087,10.36
10,MYS,Malaysia,2017,0.263,29,9.3,10.36,83.293,66.096,0.972,0.79,0.813,78.008,14.0857,10.0208,19621.22225,73.903,13.2902,10.2992,31821.90408,0.67,0.058,0.654,0.991,0.977,53.6,97.087,10.36
10,MYS,Malaysia,2018,0.251,29,8.8,13.901,81.77,66.327,0.97,0.79,0.814,78.167,13.8224,10.0208,20041.46396,74.075,13.1352,10.2992,32713.14944,0.676,0.072,0.656,1,0.974,54.4,97.087,13.901
10,MYS,Malaysia,2019,0.253,29,8.8,14.414,84.915,66.455,0.972,0.797,0.821,78.317,14.03851,10.27343,20824.62258,74.234,13.33979,10.47029,33877.30487,0.677,0.108,0.639,0.989,0.974,55.1,98.095,14.414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
